id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
6145	enyo jose tavares goncalves (2018)	"<table><tr><td>Authors:</td><td>enyo jose tavares goncalves; jaelson castro; joao araujo; tiago heineck</td></tr><tr><td>Title:</td><td>a systematic literature review of istar extensions</td></tr><tr><td>Source:</td><td>journal of systems and software, 137, 1-33</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jss.2017.11.023	0.6808	-0.1208	17	2	11	1.2447	2018	11	1.2447
6146	hakan karaosman (2016)	"<table><tr><td>Authors:</td><td>hakan karaosman; gustavo moralesalonso; alessandro brun</td></tr><tr><td>Title:</td><td>from a systematic literature review to a classification framework: sustainability integration in fashion operations</td></tr><tr><td>Source:</td><td>sustainability, 9(1), 1-19</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.3390/su9010030	-1.0095	-0.2498	18	3	29	1.5864	2016	29	1.5864
6168	tobias bier (2020)	"<table><tr><td>Authors:</td><td>tobias bier; anne lange; c h glock</td></tr><tr><td>Title:</td><td>methods for mitigating disruptions in complex supply chain structures: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of production research, 58(6), 1835-1856</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/00207543.2019.1687954	-0.8537	-0.0593	3	3	18	13.2081	2020	18	13.2081
6191	grainne hayes (2019)	"<table><tr><td>Authors:</td><td>grainne hayes; kieran p dowd; ciaran macdonncha; alan e donnelly</td></tr><tr><td>Title:</td><td>tracking of physical activity and sedentary behavior from adolescence to young adulthood: a systematic literature review.</td></tr><tr><td>Source:</td><td>journal of adolescent health, 65(4), 446-454</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.jadohealth.2019.03.013	0.8659	-0.9777	28	2	21	4.4656	2019	21	4.4656
6288	m m mahbubul syeed (2013)	"<table><tr><td>Authors:</td><td>m m mahbubul syeed; imed hammouda; tarja systa</td></tr><tr><td>Title:</td><td>evolution of open source software projects: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of software, 8(11), 2815-2829</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.4304/jsw.8.11.2815-2829	0.5363	-0.0754	23	2	16	0.3977	2013	16	0.3977
6351	claudia pinho (2017)	"<table><tr><td>Authors:</td><td>claudia pinho; luis mendes</td></tr><tr><td>Title:</td><td>it in lean-based manufacturing industries: systematic literature review and research issues</td></tr><tr><td>Source:</td><td>international journal of production research, 55(24), 7524-7540</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1080/00207543.2017.1384585	-0.4019	-0.0424	6	3	25	1.7018	2017	25	1.7018
6361	elaine matthews (1999)	"<table><tr><td>Authors:</td><td>elaine matthews; a edwards; jackie barker; michael bloor; judith covey; kerenza hood; roisin pill; i t russell; n c h stott; clare wilkinson</td></tr><tr><td>Title:</td><td>efficient literature searching in diffuse topics: lessons from a systematic review of research on communicating risk to patients in primary care</td></tr><tr><td>Source:</td><td>health libraries review, 16(2), 112-120</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"	https://doi.org/10.1046/j.1365-2532.1999.00219.x	-1.0041	0.4802	4	3	42	0.2956	1999	42	0.2956
6467	pearl brereton (2011)	"<table><tr><td>Authors:</td><td>pearl brereton</td></tr><tr><td>Title:</td><td>a study of computing undergraduates undertaking a systematic literature review</td></tr><tr><td>Source:</td><td>ieee transactions on education, 54(4), 558-563</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1109/te.2010.2090662	0.3749	0.0387	16	2	14	0.2566	2011	14	0.2566
6471	vania vigolo (2018)	"<table><tr><td>Authors:</td><td>vania vigolo; rezarta sallaku; federico testa</td></tr><tr><td>Title:</td><td>drivers and barriers to clean cooking: a systematic literature review from a consumer behavior perspective</td></tr><tr><td>Source:</td><td>sustainability, 10(11), 1-21</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/su10114322	-0.6598	-0.2805	1	6	14	1.5841	2018	14	1.5841
6481	muhammad atif javed (2014)	"<table><tr><td>Authors:</td><td>muhammad atif javed; uwe zdun</td></tr><tr><td>Title:</td><td>a systematic literature review of traceability approaches between software architecture and source code</td></tr><tr><td>Source:</td><td>evaluation and assessment in software engineering, 16</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1145/2601248.2601278	0.3706	-0.2265	11	2	16	0.5389	2014	16	0.5389
6613	norhuda salim (2019)	"<table><tr><td>Authors:</td><td>norhuda salim; mohd nizam ab rahman; dzuraidah abd wahab</td></tr><tr><td>Title:</td><td>a systematic literature review of internal capabilities for enhancing eco-innovation performance of manufacturing firms</td></tr><tr><td>Source:</td><td>journal of cleaner production, 209, 1445-1460</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2018.11.105	-0.6325	-0.3235	1	6	25	5.3162	2019	25	5.3162
6623	lisa m ellram (2017)	"<table><tr><td>Authors:</td><td>lisa m ellram; monique l ueltschy murfield</td></tr><tr><td>Title:</td><td>environmental sustainability in freight transportation: a systematic literature review and agenda for future research</td></tr><tr><td>Source:</td><td>transportation journal, 56(3), 263-298</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.5325/transportationj.56.3.0263	-0.7027	-0.1504	1	2	23	1.5656	2017	23	1.5656
6637	henrik barth (2017)	"<table><tr><td>Authors:</td><td>henrik barth; perola ulvenblad; pia ulvenblad</td></tr><tr><td>Title:</td><td>towards a conceptual framework of sustainable business model innovation in the agri-food sector: a systematic literature review</td></tr><tr><td>Source:</td><td>sustainability, 9(9), 1620</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/su9091620	-0.7284	0.2532	32	2	24	1.6337	2017	24	1.6337
6769	cigdem gonul kochan (2018)	"<table><tr><td>Authors:</td><td>cigdem gonul kochan; david r nowicki</td></tr><tr><td>Title:</td><td>supply chain resilience: a systematic literature review and typological framework</td></tr><tr><td>Source:</td><td>international journal of physical distribution & logistics management, 48(8), 842-865</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/ijpdlm-02-2017-0099	-0.7649	-0.0534	3	2	25	2.8288	2018	25	2.8288
6774	marcela genero (2009)	"<table><tr><td>Authors:</td><td>marcela genero; a m fernandez; h j nelson; geert poels; mario piattini</td></tr><tr><td>Title:</td><td>a systematic literature review on the quality of uml models</td></tr><tr><td>Source:</td><td>journal of database management, 22(3), 310-334</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.4018/978-1-4666-2044-5.ch012	0.633	0.2165	15	3	18	0.2503	2009	18	0.2503
6779	sikandar ali (2014)	"<table><tr><td>Authors:</td><td>sikandar ali; siffat ullah khan</td></tr><tr><td>Title:</td><td>critical success factors for software outsourcing partnership (sop): a systematic literature review</td></tr><tr><td>Source:</td><td>international conference on global software engineering, 153-162</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/icgse.2014.12	0.9403	0.1062	2	2	18	0.6063	2014	18	0.6063
6790	derek friday (2018)	"<table><tr><td>Authors:</td><td>derek friday; suzanne ryan; ramaswami sridharan; david collins</td></tr><tr><td>Title:</td><td>collaborative risk management: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of physical distribution & logistics management, 48(3), 231-253</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/ijpdlm-01-2017-0035	-0.808	-0.0807	3	5	21	2.3762	2018	21	2.3762
6803	mahya rahimpour gadim (2018)	"<table><tr><td>Authors:</td><td>mahya rahimpour gadim; nima jafari navimipour</td></tr><tr><td>Title:</td><td>quantum-dot cellular automata in designing the arithmetic and logic unit: systematic literature review, classification and current trends</td></tr><tr><td>Source:</td><td>journal of circuits, systems, and computers, 27(10), 1830005</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1142/s0218126618300052	-0.3624	0.3557	12	5	13	1.471	2018	13	1.471
6807	evandro l c macedo (2019)	"<table><tr><td>Authors:</td><td>evandro l c macedo; egberto a r de oliveira; fabio h silva; rui r mello; felipe m g franca; flavia c delicato; jose ferreira de rezende; luis f m de moraes</td></tr><tr><td>Title:</td><td>on the security aspects of internet of things: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of communications and networks, 21(5), 444-457</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/jcn.2019.000048	0.4807	-0.2222	30	3	10	2.1265	2019	10	2.1265
6854	kayo renato da silva nascimento (2016)	"<table><tr><td>Authors:</td><td>kayo renato da silva nascimento; marcelo hazin alencar</td></tr><tr><td>Title:</td><td>management of risks in natural disasters: a systematic review of the literature on natech events</td></tr><tr><td>Source:</td><td>journal of loss prevention in the process industries, 44, 347-359</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.jlp.2016.10.003	-0.2093	0.2018	22	1	21	1.1488	2016	21	1.1488
6902	arnaud lardon (2014)	"<table><tr><td>Authors:</td><td>arnaud lardon; charlotte leboeufyde; christine le scanff; niels wedderkopp</td></tr><tr><td>Title:</td><td>is puberty a risk factor for back pain in the young? a systematic critical literature review</td></tr><tr><td>Source:</td><td>chiropractic & manual therapies, 22(1), 27-27</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1186/s12998-014-0027-6	-0.032	-0.4322	9	2	19	0.64	2014	19	0.64
6968	juan bautista delgado garcia (2015)	"<table><tr><td>Authors:</td><td>juan bautista delgado garcia; esther de quevedo puente; virginia blanco mazagatos</td></tr><tr><td>Title:</td><td>how affect relates to entrepreneurship: a systematic review of the literature and research agenda</td></tr><tr><td>Source:</td><td>international journal of management reviews, 17(2), 191-211</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1111/ijmr.12058	-1.3848	-0.3565	18	1	48	1.8112	2015	48	1.8112
6976	claudia colicchia (2019)	"<table><tr><td>Authors:</td><td>claudia colicchia; alessandro creazza; carlo noe; fernanda strozzi</td></tr><tr><td>Title:</td><td>information sharing in supply chains: a review of risks and opportunities using the systematic literature network analysis (slna)</td></tr><tr><td>Source:</td><td>supply chain management, 24(1), 5-21</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/scm-01-2018-0003	-0.8197	-0.0515	3	4	22	4.6782	2019	22	4.6782
6982	narpat ram sangwa (2018)	"<table><tr><td>Authors:</td><td>narpat ram sangwa; kuldip singh sangwan</td></tr><tr><td>Title:</td><td>leanness assessment of organizational performance: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of manufacturing technology management, 29(5), 768-788</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/jmtm-09-2017-0196	-0.5752	-0.3153	21	3	21	2.3762	2018	21	2.3762
7074	dongwon yun (2019)	"<table><tr><td>Authors:</td><td>dongwon yun; jisun choi</td></tr><tr><td>Title:</td><td>person-centered rehabilitation care and outcomes: a systematic literature review.</td></tr><tr><td>Source:</td><td>international journal of nursing studies, 93, 74-83</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.ijnurstu.2019.02.012	0.6064	-0.6915	13	1	10	2.1265	2019	10	2.1265
7085	aoife m egan (2015)	"<table><tr><td>Authors:</td><td>aoife m egan; valerie smith; declan devane; fidelma dunne</td></tr><tr><td>Title:</td><td>effectiveness of prepregnancy care for women with pregestational diabetes mellitus: protocol for a systematic review of the literature and identification of a core outcomes set using a delphi survey</td></tr><tr><td>Source:</td><td>trials, 16(1), 356-356</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1186/s13063-015-0894-8	-1.1148	0.3794	4	3	10	0.3773	2015	10	0.3773
7124	edna terezinha rother (2007)	"<table><tr><td>Authors:</td><td>edna terezinha rother</td></tr><tr><td>Title:</td><td>systematic literature review x narrative review</td></tr><tr><td>Source:</td><td>acta paulista de enfermagem, 20(2)</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1590/s0103-21002007000200001	-0.8751	-0.4093	6	2	26	0.285	2007	26	0.285
7199	siffat ullah khan (2009b)	"<table><tr><td>Authors:</td><td>siffat ullah khan; mahmood niazi; rashid ahmad</td></tr><tr><td>Title:</td><td>critical barriers for offshore software development outsourcing vendors: a systematic literature review</td></tr><tr><td>Source:</td><td>asia-pacific software engineering conference, 79-86</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1109/apsec.2009.16	0.9666	0.1433	2	2	28	0.3894	2009	28	0.3894
7200	panagiotis sfetsos (2010)	"<table><tr><td>Authors:</td><td>panagiotis sfetsos; ioannis stamelos</td></tr><tr><td>Title:</td><td>empirical studies on quality in agile practices: a systematic literature review</td></tr><tr><td>Source:</td><td>quality of information and communications technology, 44-53</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1109/quatic.2010.17	0.949	-0.0601	2	2	29	0.4167	2010	29	0.4167
7245	nor shahida mohamad yusop (2017)	"<table><tr><td>Authors:</td><td>nor shahida mohamad yusop; john grundy; rajesh vasa</td></tr><tr><td>Title:</td><td>reporting usability defects: a systematic literature review</td></tr><tr><td>Source:</td><td>ieee transactions on software engineering, 43(9), 848-867</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tse.2016.2638427	0.7088	-0.0321	8	5	10	0.6807	2017	10	0.6807
7262	mark turner (2008)	"<table><tr><td>Authors:</td><td>mark turner; barbara kitchenham; david budgen; pearl brereton</td></tr><tr><td>Title:</td><td>lessons learnt undertaking a large-scale systematic literature review</td></tr><tr><td>Source:</td><td>evaluation and assessment in software engineering, 110-118</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.14236/ewic/ease2008.12	0.3234	-0.1348	11	7	26	0.2772	2008	26	0.2772
7402	chutikarn suppatvech (2019)	"<table><tr><td>Authors:</td><td>chutikarn suppatvech; janet godsell; steven m day</td></tr><tr><td>Title:</td><td>the roles of internet of things technology in enabling servitized business models: a systematic literature review</td></tr><tr><td>Source:</td><td>industrial marketing management, 82, 70-86</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.indmarman.2019.02.016	-0.681	-0.1767	1	4	19	4.0403	2019	19	4.0403
7440	amir ebrahimighahnavieh (2020)	"<table><tr><td>Authors:</td><td>amir ebrahimighahnavieh; suhuai luo; raymond chiong</td></tr><tr><td>Title:</td><td>deep learning to detect alzheimer's disease from neuroimaging: a systematic literature review.</td></tr><tr><td>Source:</td><td>computer methods and programs in biomedicine, 187, 105242</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.cmpb.2019.105242	0.3987	0.0593	16	2	12	8.8054	2020	12	8.8054
7518	fu jia (2020)	"<table><tr><td>Authors:</td><td>fu jia; shiyuan yin; lujie chen; xiaowei chen</td></tr><tr><td>Title:</td><td>the circular economy in the textile and apparel industry: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of cleaner production, 259, 120728</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2020.120728	-0.5968	-0.0806	1	3	15	11.0067	2020	15	11.0067
7519	qianqian zhu (2018)	"<table><tr><td>Authors:</td><td>qianqian zhu; annibale panichella; andy zaidman</td></tr><tr><td>Title:</td><td>a systematic literature review of how mutation testing supports quality assurance processes</td></tr><tr><td>Source:</td><td>software testing, verification & reliability, 28(6)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1002/stvr.1675	0.8384	0.1281	2	2	10	1.1315	2018	10	1.1315
7554	rosario michelvillarreal (2019)	"<table><tr><td>Authors:</td><td>rosario michelvillarreal; martin hingley; maurizio canavari; ilenia bregoli</td></tr><tr><td>Title:</td><td>sustainability in alternative food networks: a systematic literature review</td></tr><tr><td>Source:</td><td>sustainability, 11(3), 859</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/su11030859	-0.719	-0.3653	1	4	17	3.615	2019	17	3.615
7609	maria fischl (2014)	"<table><tr><td>Authors:</td><td>maria fischl; maike scherrerrathje; thomas friedli</td></tr><tr><td>Title:</td><td>digging deeper into supply risk: a systematic literature review on price risks</td></tr><tr><td>Source:</td><td>supply chain management, 19, 480-503</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1108/scm-12-2013-0474	-0.7662	0.0052	3	3	32	1.0778	2014	32	1.0778
7658	jose luis morales (2014)	"<table><tr><td>Authors:</td><td>jose luis morales; pedro sanchez; diego alonso</td></tr><tr><td>Title:</td><td>a systematic literature review of the teleo-reactive paradigm</td></tr><tr><td>Source:</td><td>artificial intelligence review, 42(4), 945-964</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s10462-012-9350-2	0.4796	0.1	16	1	15	0.5052	2014	15	0.5052
7661	sehwa lim (2019)	"<table><tr><td>Authors:</td><td>sehwa lim; stephen john pettit; wessam abouarghoub; anthony kenneth charles beresford</td></tr><tr><td>Title:</td><td>port sustainability and performance: a systematic literature review</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 72, 47-64</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.trd.2019.04.009	-0.4956	-0.1072	26	9	11	2.3391	2019	11	2.3391
7719	calvin yip (2015)	"<table><tr><td>Authors:</td><td>calvin yip; michelle gates; allison gates; rhona m hanning</td></tr><tr><td>Title:</td><td>peer-led nutrition education programs for school-aged youth: a systematic review of the literature</td></tr><tr><td>Source:</td><td>health education research, 31(1), 82-97</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1093/her/cyv063	0.8454	-0.9273	28	1	13	0.4905	2015	13	0.4905
7744	siobhan mcmahon (2012)	"<table><tr><td>Authors:</td><td>siobhan mcmahon; julie fleury</td></tr><tr><td>Title:</td><td>external validity of physical activity interventions for community-dwelling older adults with fall risk: a quantitative systematic literature review.</td></tr><tr><td>Source:</td><td>journal of advanced nursing, 68(10), 2140-2154</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1111/j.1365-2648.2012.05974.x	1.1331	0.9639	20	1	22	0.4824	2012	22	0.4824
7774	mauricio andres latapi agudelo (2020)	"<table><tr><td>Authors:</td><td>mauricio andres latapi agudelo; lara johannsdottir; brynhildur davidsdottir</td></tr><tr><td>Title:</td><td>drivers that motivate energy companies to be responsible. a systematic literature review of corporate social responsibility in the energy sector</td></tr><tr><td>Source:</td><td>journal of cleaner production, 247, 119094</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2019.119094	-0.0348	-0.1804	11	1	11	8.0716	2020	11	8.0716
7800	antonio brandao (2018)	"<table><tr><td>Authors:</td><td>antonio brandao; henrique sao mamede; ramiro goncalves</td></tr><tr><td>Title:</td><td>systematic review of the literature, research on blockchain technology as support to the trust model proposed applied to smart places</td></tr><tr><td>Source:</td><td>world conference on information systems and technologies, 1163-1174</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/978-3-319-77703-0_113	0.6906	0.3626	25	2	11	1.2447	2018	11	1.2447
7835	cheryl levitt (2007)	"<table><tr><td>Authors:</td><td>cheryl levitt; elizabeth shaw; sharon wong; janusz kaczorowski</td></tr><tr><td>Title:</td><td>systematic review of the literature on postpartum care: effectiveness of interventions for smoking relapse prevention, cessation, and reduction in postpartum women.</td></tr><tr><td>Source:</td><td>birth-issues in perinatal care, 34(4), 341-347</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1111/j.1523-536x.2007.00194.x	-0.9654	0.5349	4	1	31	0.3398	2007	31	0.3398
7842	allison gates (2015)	"<table><tr><td>Authors:</td><td>allison gates; kelly skinner; michelle gates</td></tr><tr><td>Title:</td><td>the diets of school-aged aboriginal youths in canada: a systematic review of the literature.</td></tr><tr><td>Source:</td><td>journal of human nutrition and dietetics, 28(3), 246-261</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1111/jhn.12246	0.8401	-0.9353	28	1	16	0.6037	2015	16	0.6037
7851	younes benslimane (2014)	"<table><tr><td>Authors:</td><td>younes benslimane; michel plaisent; prosper bernard; bouchaib bahli</td></tr><tr><td>Title:</td><td>key challenges and opportunities in cloud computing and implications on service requirements: evidence from a systematic literature review</td></tr><tr><td>Source:</td><td>ieee international conference on cloud computing technology and science, 114-121</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/cloudcom.2014.115	0.47	0.073	16	1	10	0.3368	2014	10	0.3368
7916	alina stanczyk (2017)	"<table><tr><td>Authors:</td><td>alina stanczyk; zelal cataldo; constantin blome; christian busse</td></tr><tr><td>Title:</td><td>the dark side of global sourcing: a systematic literature review and research agenda</td></tr><tr><td>Source:</td><td>international journal of physical distribution & logistics management, 47(1), 41-67</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/ijpdlm-10-2015-0252	-0.8477	-0.1003	3	1	20	1.3614	2017	20	1.3614
7922	juan bautista delgadogarcia (2015)	"<table><tr><td>Authors:</td><td>juan bautista delgadogarcia; esther de quevedopuente; virginia blancomazagatos</td></tr><tr><td>Title:</td><td>how affect relates to entrepreneurship: a systematic review of the literature and research agenda</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1111/ijmr.12058	-1.3854	-0.3514	18	1	38	1.4339	2015	38	1.4339
7951	mario millan (2012b)	"<table><tr><td>Authors:</td><td>mario millan; charlotte leboeufyde; brian budgell; martin descarreaux; michelange amorim</td></tr><tr><td>Title:</td><td>the effect of spinal manipulative therapy on spinal range of motion: a systematic literature review</td></tr><tr><td>Source:</td><td>chiropractic & manual therapies, 20(1), 23-23</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1186/2045-709x-20-23	-0.0308	-0.4517	9	1	21	0.4605	2012	21	0.4605
7958	cheryl levitt (2004a)	"<table><tr><td>Authors:</td><td>cheryl levitt; elizabeth shaw; sharon wong; janusz kaczorowski; russ springate; john w sellors; murray enkin</td></tr><tr><td>Title:</td><td>systematic review of the literature on postpartum care: methodology and literature search results</td></tr><tr><td>Source:</td><td>birth-issues in perinatal care, 31(3), 196-202</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1111/j.0730-7659.2004.00305.x	-0.9595	0.5312	4	3	31	0.2028	2004	31	0.2028
7993	marcelo feliciano filho (2017)	"<table><tr><td>Authors:</td><td>marcelo feliciano filho; yongxin liao; eduardo de freitas rocha loures; osiris canciglieri junior</td></tr><tr><td>Title:</td><td>self-aware smart products: systematic literature review, conceptual design and prototype implementation</td></tr><tr><td>Source:</td><td>procedia manufacturing, 11, 1471-1480</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.promfg.2017.07.278	-0.8584	-0.3987	6	1	15	1.0211	2017	15	1.0211
8008	yiannis koumpouros (2019)	"<table><tr><td>Authors:</td><td>yiannis koumpouros; theodoros kafazis</td></tr><tr><td>Title:</td><td>wearables and mobile technologies in autism spectrum disorder interventions: a systematic literature review</td></tr><tr><td>Source:</td><td>research in autism spectrum disorders, 66, 101405</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.rasd.2019.05.005	-0.0066	0.4286	24	1	13	2.7644	2019	13	2.7644
8045	ali nabavi (2016)	"<table><tr><td>Authors:</td><td>ali nabavi; payam hanafizadeh; mohammad taghi taghavifard; mohammad reza taghva</td></tr><tr><td>Title:</td><td>information technology continuance intention: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of e-business research, 12(1), 58-95</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.4018/ijebr.2016010104	-0.1734	0.3349	29	2	22	1.2035	2016	22	1.2035
8183	ahmad rais mohamad mokhtar (2019)	"<table><tr><td>Authors:</td><td>ahmad rais mohamad mokhtar; andrea genovese; andrew t brint; niraj kumar</td></tr><tr><td>Title:</td><td>supply chain leadership: a systematic literature review and a research agenda</td></tr><tr><td>Source:</td><td>international journal of production economics, 216, 255-273</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.ijpe.2019.04.001	-0.6856	-0.0813	3	3	11	2.3391	2019	11	2.3391
8212	cheryl levitt (2004b)	"<table><tr><td>Authors:</td><td>cheryl levitt; elizabeth shaw; sharon wong; janusz kaczorowski; russ springate; john w sellors; murray enkin</td></tr><tr><td>Title:</td><td>systematic review of the literature on postpartum care: selected contraception methods, postpartum papanicolaou test, and rubella immunization.</td></tr><tr><td>Source:</td><td>birth-issues in perinatal care, 31(3), 203-212</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1111/j.0730-7659.2004.00306.x	-0.9609	0.5386	4	1	25	0.1635	2004	25	0.1635
8214	alessandra c s dutra (2015)	"<table><tr><td>Authors:</td><td>alessandra c s dutra; rafael prikladnicki; cesar franca</td></tr><tr><td>Title:</td><td>what do we know about high performance teams in software engineering? results from a systematic literature review</td></tr><tr><td>Source:</td><td>software engineering and advanced applications, 183-190</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/seaa.2015.24	0.8291	0.0082	8	3	10	0.3773	2015	10	0.3773
8232	jessica galdino de freitas (2017)	"<table><tr><td>Authors:</td><td>jessica galdino de freitas; helder gomes costa</td></tr><tr><td>Title:</td><td>impacts of lean six sigma over organizational sustainability: a systematic literature review on scopus base</td></tr><tr><td>Source:</td><td>international journal of lean six sigma, 8(1), 89-108</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/ijlss-10-2015-0039	-0.5477	-0.2265	6	2	21	1.4295	2017	21	1.4295
8386	thorey s thorisdottir (2019)	"<table><tr><td>Authors:</td><td>thorey s thorisdottir; lara johannsdottir</td></tr><tr><td>Title:</td><td>sustainability within fashion business models: a systematic literature review</td></tr><tr><td>Source:</td><td>sustainability, 11(8), 2233</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/su11082233	-1.121	-0.2863	18	1	10	2.1265	2019	10	2.1265
8415	mohammad ghafari (2012)	"<table><tr><td>Authors:</td><td>mohammad ghafari; mortaza saleh; touraj ebrahimi</td></tr><tr><td>Title:</td><td>a federated search approach to facilitate systematic literature review in software engineering</td></tr><tr><td>Source:</td><td>international journal of software engineering & applications, 3(2), 13-24</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.5121/ijsea.2012.3202	0.7658	-0.2651	8	2	15	0.3289	2012	15	0.3289
8427	mary conway datoon (2016)	"<table><tr><td>Authors:</td><td>mary conway datoon; jerrid kalakay</td></tr><tr><td>Title:</td><td>the winding road of social entrepreneurship definitions: a systematic literature review</td></tr><tr><td>Source:</td><td>social enterprise journal, 12(2), 131-160</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1108/sej-06-2015-0016	-0.4456	0.704	5	1	18	0.9847	2016	18	0.9847
