id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2427	raw material	0.6106	-0.4717	2	126	156	18	2008.6667	5.2778	0.6224
2428	rbf	1.1846	-0.2161	2	400	837	52	2015.5192	11.2885	1.5557
2429	rbfnn	1.2409	-0.4971	2	153	213	13	2016.3846	10.0769	1.69
2430	rdr	-0.1854	1.1359	3	81	163	10	2018.1	4.6	1.3739
2431	reactive	-0.1544	-0.3817	1	67	77	10	2008.4	11.2	1.7552
2432	reactive power	0.8793	-0.6993	2	76	134	12	2016.3333	1	0.1286
2433	readiness	-0.5705	0.0101	1	198	273	32	2017.4375	2.3438	0.4574
2434	readmission	-0.2899	0.7282	3	134	202	13	2019.1538	16.3846	2.3571
2435	real data	0.4635	-0.3925	2	172	225	23	2014.913	11.6522	1.2281
2436	real life problem	-0.0209	-0.6182	1	110	138	13	2013.5385	6.1538	1.4209
2437	real problem	-0.3102	-0.6018	1	92	117	15	2003.7333	2.8	0.3399
2438	real time application	0.327	-0.1472	2	74	92	13	2003.9231	10.5385	1.3048
2439	real time control	0.2766	-0.6266	2	97	116	20	2001.4	8	0.5206
2440	real time detection	-0.1062	0.6956	3	123	181	15	2017.6	3.1333	2.2296
2441	real time performance	0.4998	-0.5878	2	54	66	10	2006.2	1.6	0.1573
2442	real time prediction	0.8418	0.3472	2	145	182	11	2016.8182	8.4545	1.5171
2443	real time system	0.0874	-0.4121	2	126	171	19	2007.3158	5.1053	0.7118
2444	real world data	-0.1271	0.5455	3	186	251	21	2018.3333	5.2381	2.5392
2445	realism	-0.5075	-0.4118	1	151	201	26	2011.3077	2.2692	0.2908
2446	reality	-0.4892	-0.1825	1	1084	2501	303	2016.0693	4.9274	1.1345
2447	realm	-0.536	-0.2606	1	426	643	69	2012.9565	4.4348	0.6289
2448	reasoning process	-0.1583	-0.2943	1	108	125	15	2004.2667	6.0667	0.7846
2449	recall	0.3497	0.8905	3	511	1261	69	2019.3478	4.8986	1.8285
2450	receiver	0.3531	1.0633	3	723	2296	106	2018.6698	13.3113	5.6859
2451	receiver operating characteristic	0.4344	1.0483	3	429	942	41	2019.2927	6.5854	2.6949
2452	recent breakthrough	-0.3961	0.6911	3	125	159	14	2018.9286	24.2143	4.0464
2453	recent publication	-0.4828	0.8299	3	117	152	12	2016.1667	5.8333	1.1342
2454	recent work	-0.1829	-0.4798	1	246	336	47	2003.5532	17.8723	2.1042
2455	recipient	-0.2245	0.1811	3	204	278	22	2014.1818	3.9091	0.8198
2456	recognition accuracy	0.778	0.487	2	108	165	16	2018.9375	3	0.7681
2457	recommender system	-0.1049	-0.5155	1	109	127	15	2017.8	7	3.8541
2458	recording	-0.0502	0.4198	3	332	526	37	2015.6757	5.3784	0.9098
2459	recurrence	-0.0326	0.9662	3	257	460	28	2017.5714	9.6429	2.215
2460	recycling	0.4327	-0.3904	2	97	129	17	2017.1176	8.2941	1.2664
2461	referable dr	-0.165	1.2009	3	144	329	15	2019.4667	7.7333	1.5038
2462	reference standard	-0.0609	1.205	3	276	470	24	2019.8333	6.625	2.7193
2463	reflection	-0.65	-0.2548	1	410	643	89	2013.4719	6.0787	0.8539
2464	reform	-0.6244	-0.3699	1	287	520	75	2019.0533	1.52	0.2935
2465	registry	-0.2521	0.9678	3	299	486	33	2019.2121	8.6667	2.735
2466	regression	0.8478	0.0999	2	812	2031	127	2017.3858	7.9528	1.6696
2467	regression analysis	0.6473	0.0736	2	519	924	59	2016.2203	9.5085	2.5601
2468	regression coefficient	1.2807	-0.0897	2	148	225	10	2016.5	16.1	2.5119
2469	regression model	0.8771	0.0323	2	609	1279	86	2016.1977	7.0581	1.0829
2470	regression tree	1.0404	-0.0103	2	299	501	30	2013.3667	23.5333	5.577
2471	regulation	-0.5814	-0.2198	1	938	2361	238	2017.2269	6.8739	1.2295
2472	regulatory approval	-0.3775	0.7908	3	200	280	18	2019.6111	11.7778	2.8227
2473	regulatory framework	-0.7364	0.0903	1	211	310	24	2019.375	3.0417	0.8415
2474	reimbursement	-0.5468	0.7032	3	118	156	12	2019.75	5.1667	1.5586
2475	related technology	-0.4032	-0.2242	1	142	181	21	2019.4286	3.5238	1.9578
2476	related work	-0.3172	-0.5041	1	95	111	11	2009.6364	7	1.894
2477	relative humidity	1.3616	-0.3594	2	289	760	38	2017.1316	13.4737	4.1376
2478	relative importance	1.1469	-0.1156	2	183	280	14	2018.4286	20.2143	4.0355
2479	relevant literature	-0.6401	0.063	1	97	123	11	2019.2727	2.8182	1.2284
2480	relevant paper	-0.3234	0.1094	1	122	145	12	2019.6667	62.3333	16.0704
2481	relevant study	-0.35	0.6877	3	126	161	12	2019.0833	5.3333	1.7315
2482	reliable model	1.173	-0.043	2	168	217	13	2019	26.5385	3.85
2483	reliable prediction	0.9067	0.1383	2	111	142	11	2015.1818	11.2727	1.2063
2484	religion	-0.8206	-0.286	1	138	185	20	2015.3	3.8	0.4235
2485	remark	-0.2965	-0.5792	1	134	166	26	1999.1154	18.5385	1.3469
2486	remarkable progress	-0.1107	0.9264	3	100	149	11	2018.4545	75.2727	12.2949
2487	remedy	-0.5268	-0.175	1	210	258	19	2015.9474	0.7895	0.2039
2488	remote monitoring	-0.1306	0.2332	3	183	246	18	2017.0556	4.9444	1.1307
2489	removal	0.9997	-0.1125	2	469	1033	73	2016.2192	9.6438	1.8603
2490	removal efficiency	1.5205	-0.329	2	140	316	19	2016.8947	8.8947	2.3628
2491	renewable energy	0.6079	-0.6077	2	237	403	36	2018.1944	7.9167	1.2135
2492	renewable energy resource	0.8452	-0.6742	2	126	173	11	2018.1818	8	1.5673
2493	renewable energy source	0.8694	-0.6551	2	193	300	23	2017.913	15.6087	1.9403
2494	renewable energy system	0.6813	-0.6699	2	105	145	12	2018.75	16.9167	2.4142
2495	repetitive task	-0.6026	-0.0159	1	158	198	18	2016.8333	6.6111	1.5035
2496	reporting	-0.3607	0.6421	3	521	1009	77	2019.0649	7.5455	3.4001
2497	reproducibility	-0.1215	0.617	3	365	673	50	2016.9	13.34	3.2114
2498	republic	0.1872	-0.1439	2	131	170	18	2014.9444	1.5556	0.2915
2499	research agenda	-0.6991	-0.2548	1	266	416	45	2016.6889	12.4889	4.0744
2500	research challenge	-0.1839	-0.3042	1	183	225	24	2018.0833	9.5417	3.3841
2501	research framework	-0.6768	-0.3135	1	90	107	12	2019.25	5.4167	1.4216
2502	research institute	-0.529	-0.3342	1	156	196	19	2012.3684	1.3684	0.4545
2503	research progress	-0.3974	0.1316	1	131	183	23	2019.1304	2.8696	1.8356
2504	research status	-0.4772	-0.0446	1	127	164	19	2018.0526	2.8947	0.4627
2505	reservoir	0.9609	-0.3638	2	451	1352	114	2013.5614	6.3772	0.9424
2506	reservoir characterization	0.683	-0.5014	2	99	249	21	2004.8571	9.1429	0.9501
2507	residual	0.8234	-0.1862	2	125	161	13	2013.3077	27.6923	3.5918
2508	resnet	0.378	1.0451	3	177	299	16	2019.875	4.9375	2.0488
2509	respondent	-0.5785	0.1454	1	425	760	60	2018.0833	8.95	1.9607
2510	response surface methodology	1.3443	-0.4157	2	216	487	28	2016.5357	11.3571	1.6636
2511	response time	0.2342	-0.4978	2	175	222	25	2015	5	0.8224
2512	responsibility	-0.7451	-0.2061	1	738	1727	166	2017.1807	4.9518	1.6434
2513	retailer	-0.6341	-0.2288	1	83	114	14	2018.5	1.0714	1.0523
2514	retention	-0.2901	-0.4227	1	123	152	14	2016.2143	3.1429	1.4677
2515	retina	-0.4005	0.9245	3	124	211	17	2015.7059	12.2353	2.1703
2516	retina specialist	-0.1145	1.1809	3	130	224	11	2019.6364	4.1818	1.4335
2517	retinal image	-0.1279	1.3273	3	190	427	21	2019.381	9.5238	2.0822
2518	retinopathy	-0.3212	1.1925	3	209	462	28	2019.3214	9.0357	2.3498
2519	retrospective analysis	0.2595	1.0175	3	169	234	16	2017.125	10.5	2.192
2520	retrospective study	0.1324	1.3212	3	437	1051	52	2019.5192	5.3269	1.6509
2521	revenue	-0.0311	-0.4217	1	217	278	31	2016	3.3871	0.5856
2522	review article	-0.3887	0.5556	3	302	451	39	2017.1538	12.5128	2.6953
2523	reviewer	-0.3481	0.4622	3	348	578	37	2017.8649	4	2.9368
2524	reward	-0.3137	-0.4211	1	136	162	20	2015.1	5.45	0.9402
2525	rf model	1.1902	0.2729	2	211	319	17	2019.5882	11.8824	4.4738
2526	rhetoric	-0.7433	-0.4296	1	124	166	19	2008.3684	8.8947	1.2228
2527	rheumatoid arthritis	0.4058	1.0906	3	147	214	13	2018.6154	5.3077	3.0016
2528	rice	0.4192	0.2958	2	82	128	11	2019.3636	10.6364	2.2376
2529	right	-0.7441	-0.3287	1	693	1594	150	2017.36	3.0933	0.697
2530	risk factor	-0.0756	0.7631	3	481	995	67	2018.0896	3.2836	1.0672
2531	risk prediction	-0.233	0.8205	3	280	428	38	2018.6579	4.1842	1.9148
2532	risk score	0.0269	1.1956	3	236	346	22	2019.0455	4.0909	1.2728
2533	risk stratification	-0.1712	1.0448	3	344	620	41	2018.0732	8.7805	1.9966
2534	risks	-0.756	-0.2976	1	153	200	30	2017.9667	4.1	0.6421
2535	river	1.1577	-0.2294	2	388	1067	71	2015.7183	16.0986	2.6255
2536	rms	0.4257	-0.5816	2	71	90	10	2015.4	8.6	1.2665
2537	rmse	1.412	-0.2166	2	670	2861	131	2018.2595	17.8779	3.5321
2538	rnn	0.2712	-0.0885	2	169	240	23	2018.2609	11.3478	1.8081
2539	roadmap	-0.4046	-0.1244	1	243	314	37	2017.0541	14.7568	2.9915
2540	robo advisor	-0.4673	-0.428	1	74	103	11	2018.8182	3.2727	0.7191
2541	robot	-0.4705	-0.424	1	1301	4040	493	2014.2008	4.7505	0.7975
2542	robotic	-0.4973	-0.3362	1	1126	3034	361	2011.7147	8.9363	1.3943
2543	robotic surgery	-0.449	0.1139	1	136	189	18	2019	4.4444	1.0156
2544	robotic system	-0.5426	-0.1836	1	207	311	38	2012.3947	5.8421	0.9845
2545	robotics	-0.5488	-0.4465	1	629	1335	194	2010.6753	4.9536	0.7312
2546	robotization	-0.7058	-0.4134	1	83	103	12	2019.5833	1.6667	0.5122
2547	robots	-0.6198	-0.4669	1	409	776	114	2014.1228	3.6316	0.642
2548	roc	0.4859	0.8767	3	529	1168	52	2018.5577	6.5385	1.6712
2549	roc curf	0.365	0.7975	3	181	286	12	2015.9167	7.9167	0.9772
2550	roc curve	0.519	1.0322	3	310	572	26	2018.9615	12.3846	2.7549
2551	rock	1.0538	-0.3629	2	269	549	38	2008.6316	13.1579	2.2219
2552	roles	-0.3977	-0.1419	1	66	84	16	2018.0625	1.0625	1.1671
2553	root	0.7477	-0.3076	2	828	2246	136	2015.8162	15.5882	3.3321
2554	root mean square error	1.4145	-0.2186	2	432	1091	58	2017.2241	19.1207	3.1383
2555	rop	0.8919	0.2446	2	183	344	17	2018.7647	3.4118	0.77
2556	rotation	0.6557	0.0827	2	218	296	23	2014.913	7.3478	1.2046
2557	rotor	0.7766	-0.5954	2	112	168	15	2013.6667	2.9333	0.449
2558	rough set theory	0.2178	-0.6201	2	59	70	12	2011.5833	12.5833	1.0539
2559	routine clinical practice	-0.4413	0.8363	3	154	212	16	2019.5	6.25	1.3165
2560	routine practice	-0.2052	0.8233	3	105	127	12	2018	9.5	1.5229
2561	routine use	-0.3659	0.5045	3	103	129	10	2015.2	4.6	1.1436
2562	routing	0.2315	-0.5825	2	155	261	34	2011.2941	9.2941	1.3078
2563	rpm	1.4415	-0.3888	2	153	261	13	2018.4615	2.9231	0.686
2564	rsm	1.3498	-0.4362	2	218	465	25	2016.64	13.6	1.8091
2565	rt pcr	0.1803	1.3309	3	181	353	15	2020.1333	11	8.3023
2566	russia	-0.607	-0.3687	1	210	302	45	2019.1556	1	0.2573
2567	russian federation	-0.7972	-0.2718	1	88	120	15	2019.7333	0.2667	0.096
2568	sale	-0.3497	-0.2781	1	205	287	37	2014.5135	4.0811	0.6552
2569	salinity	1.4132	-0.3158	2	142	211	13	2015.6923	4.8462	0.7378
2570	sample	0.4555	0.276	2	1377	4871	350	2016.5257	7.3714	1.4458
2571	sample size	-0.0894	0.5604	3	306	455	31	2018.5806	6.0323	1.1309
2572	sand	1.4007	-0.2413	2	165	298	22	2018.5909	6.0909	1.658
2573	sars cov	0.0909	0.9287	3	364	884	53	2020.0377	7.4528	5.71
2574	satellite image	0.7095	-0.2121	2	97	123	14	2011.8571	8.7857	1.1021
2575	satisfactory result	0.2881	-0.037	2	138	188	18	2013.4444	4.1667	1.0585
2576	saturation	0.8462	0.1212	2	272	459	31	2015.3548	10.4839	1.5547
2577	scan	0.1594	1.1604	3	520	1313	76	2018.6711	8.5921	5.4435
2578	scheduling problem	0.169	-0.592	1	87	113	23	2002.3043	13.7826	1.6088
2579	scholar	-0.6135	-0.2191	1	538	924	100	2015.79	10.22	1.6104
2580	school	-0.3775	-0.1827	1	602	1220	136	2013.9338	7.0147	0.9223
2581	science database	-0.5473	0.4351	3	120	153	11	2019.6364	1.7273	0.4649
2582	science fiction	-0.7311	-0.4643	1	232	377	53	2014.0377	7.3396	1.0669
2583	scientific discipline	-0.4751	-0.2452	1	108	137	17	2011.2353	25.8235	3.6913
2584	scientific discovery	-0.4575	-0.1993	1	103	130	19	2011.2632	10.4737	1.9837
2585	scientific knowledge	-0.4476	-0.4974	1	101	121	17	2011.4118	3.2353	0.6019
2586	scientific method	-0.2322	-0.4817	1	89	120	20	2005.9	3.8	0.3861
2587	scientific study	-0.5648	-0.3851	1	51	60	10	2007.2	16.7	1.1088
2588	scientometric analysis	-0.6578	-0.1669	1	47	65	12	2019	2.5	1.3817
2589	scoping review	-0.5253	0.5255	3	159	241	22	2019.8636	3.8636	2.0647
2590	scopus	-0.3747	0.6135	3	369	752	47	2019.7447	6.234	3.6389
2591	scopus database	-0.5626	0.067	1	131	173	16	2019.25	4.1875	2.0085
2592	score	0.2294	0.7275	3	1156	4074	257	2018.0623	6.1673	1.8521
2593	scoring	-0.1518	0.4736	3	326	491	40	2017.475	6.625	1.525
2594	screen	-0.083	0.5043	3	445	804	61	2016.4918	10.4426	2.5165
2595	screening	-0.1382	0.8427	3	1088	3654	265	2018.434	5.9283	1.9148
2596	scrutiny	-0.6344	-0.1317	1	206	266	25	2017.52	5	1.526
2597	sdn	0.1319	-0.457	2	84	129	16	2018.75	5.8125	1.0437
2598	sea	0.479	-0.4965	2	151	201	23	2011.8261	7.1739	0.6494
2599	search algorithm	0.2371	-0.4534	2	271	418	52	2010.1154	11.9615	1.2507
2600	search method	0.1391	-0.5652	1	181	259	35	2005.1714	10.3143	1.1028
2601	search process	-0.0178	-0.5238	1	69	82	12	2012	6.1667	1.0171
2602	search space	0.3757	-0.4671	2	162	217	26	2008.9231	7.7692	1.0245
2603	searle	-0.7114	-0.6627	1	101	182	21	2000.2857	3.9048	0.3996
2604	season	0.6301	-0.4074	2	192	292	24	2016.5833	5.7083	0.826
2605	second approach	0.7442	-0.0511	2	140	170	12	2013.4167	9.4167	1.4254
2606	second phase	0.0719	-0.2391	1	105	126	11	2008.1818	5.2727	1.6172
2607	second section	-0.3231	-0.4625	1	88	110	12	2009.8333	1.4167	0.4867
2608	second stage	0.6294	0.0704	2	167	223	17	2017.0588	5.7059	1.1505
2609	second step	0.4941	0.1307	2	124	142	11	2015.8182	7.4545	2.7793
2610	security issue	-0.4623	-0.3101	1	93	124	15	2018.8667	3.4	1.5187
2611	security threat	-0.2355	-0.3588	1	114	142	15	2017.4	4.2	0.5552
2612	segmentation	0.0123	0.8656	3	818	2279	171	2017.4035	6.386	2.0312
2613	selected papers	-0.517	-0.7198	1	41	68	11	2014.9091	0.3636	0.0555
2614	self awareness	-0.5386	-0.6428	1	79	100	11	2016.6364	3.2727	0.5788
2615	self management	-0.368	0.3056	3	121	176	15	2016.2	7.9333	1.5859
2616	self organization	-0.1605	-0.5976	1	102	125	18	2012.4444	4.8889	1.2173
2617	self organizing map	0.5856	-0.1752	2	216	302	25	2014.56	10.2	0.9422
2618	sem	1.0843	-0.2976	2	143	246	18	2018.5556	10.0556	1.7819
2619	semantic	-0.294	-0.5258	1	365	611	75	2003.4133	13.4267	1.2425
2620	semantic analysis	-0.3305	-0.601	1	77	96	10	2001.5	29.6	1.5507
2621	semantic network	-0.174	-0.5651	1	91	116	13	2002.8462	7	0.704
2622	semantic web	-0.3191	-0.5506	1	105	127	15	2011.3333	7.2	0.9017
2623	semester	-0.5521	-0.2819	1	110	159	17	2012.4118	5.0588	0.5746
2624	sensation	-0.3449	-0.6277	1	125	159	19	2009.8947	5.5263	0.4022
2625	sensitivity	0.2726	1.0036	3	1450	8489	447	2017.5459	10.0604	3.0218
2626	sensitivity analysis	1.1744	0.0055	2	559	1391	75	2017.1467	10.36	2.6407
2627	sensor network	0.214	-0.5294	2	182	280	29	2016.4828	9	1.5116
2628	sensor node	0.2309	-0.623	2	98	176	18	2014.5	6.6111	0.7882
2629	sentence	-0.2482	-0.5023	1	219	313	39	2003.8205	77.2564	3.9153
2630	sentiment analysis	-0.4462	-0.0025	1	153	210	23	2018.9565	4.8261	1.2972
2631	sepsis	0.1557	1.1019	3	135	227	21	2019.4762	13.9048	3.0009
2632	september	-0.1459	0.2176	3	559	944	69	2012.2319	10.5652	1.3674
2633	serious game	-0.4932	-0.5738	1	40	55	11	2015.8182	1.4545	0.2133
2634	serious threat	-0.2053	0.0916	1	116	141	11	2018.5455	3.8182	1.0076
2635	service automation	-0.7256	-0.488	1	24	49	10	2019.2	6.3	1.4387
2636	service sector	-0.6031	-0.4428	1	113	172	11	2012.9091	1.1818	0.285
2637	session detail	-0.2057	-0.8385	1	13	81	41	2014.5854	0	0
2638	severity	0.129	0.8015	3	602	1337	85	2017.9059	4.7882	2.3768
2639	sex	-0.005	0.7964	3	380	616	34	2017.9706	5.7647	1.6535
2640	shanghai	0.0713	0.2107	3	120	146	12	2017.5833	3	0.5397
2641	shear strength	1.3752	-0.2525	2	83	134	10	2015.3	16	5.148
2642	shell	0.392	-0.4083	2	175	234	33	2001.3939	7.6061	1.0887
2643	short paper	-0.3241	-0.2552	1	121	153	16	2014.9375	2.5	0.3424
2644	short term memory	0.3088	-0.3822	2	128	155	12	2015.4167	9.5833	1.3505
2645	shortest path	0.131	-0.548	2	76	86	12	2013.75	2.9167	0.4532
2646	signature	0.1812	0.3025	3	404	681	58	2015.9655	8.5172	1.6431
2647	significant difference	0.2284	0.8687	3	647	1457	88	2018.5909	5.5227	1.5713
2648	significant effect	0.3358	-0.1343	2	306	447	32	2014.625	6.7188	1.8812
2649	significant factor	0.705	-0.3301	2	167	237	16	2015.4375	6.6875	0.8654
2650	significant reduction	0.4893	0.4519	3	211	277	19	2018.0526	7.2632	1.6552
2651	significant variable	1.058	-0.1348	2	158	215	13	2011.9231	7.9231	1.092
2652	similar result	0.2726	0.7956	3	185	259	13	2019.5385	3.7692	0.8402
2653	simon	-0.5543	-0.6314	1	129	196	22	1999.2727	7.4091	0.5802
2654	simple model	0.3731	-0.3881	2	87	97	11	2007.9091	12.2727	1.6775
2655	simple rule	-0.2992	-0.5266	1	63	77	10	2009.2	9.3	0.8373
2656	simplicity	0.1569	-0.5123	1	185	248	24	2009.3333	9	0.8639
2657	simulated annealing	0.6659	-0.539	2	190	275	22	2011.6364	17.4091	2.3215
2658	simulation experiment	0.3191	-0.3538	2	91	109	15	2009	3.5333	0.7018
2659	simulation model	0.5914	-0.5125	2	324	513	61	2009.5574	9.623	1.0742
2660	simulation result	0.6057	-0.596	2	563	1460	163	2013.9939	6.9816	1.0302
2661	singapore	-0.1205	0.2533	3	150	219	19	2011.5263	4.7895	1.0267
2662	single model	1.3322	-0.2877	2	155	299	18	2015.7222	14.0556	2.9125
2663	singularity	-0.6927	-0.4622	1	215	312	34	2015.4412	6.4706	0.8283
2664	siri	-0.7308	-0.2001	1	155	235	25	2018.76	12.72	2.6989
2665	skin cancer	-0.1432	0.9731	3	170	291	20	2019.45	4.1	1.8276
2666	skin lesion	-0.1899	1.0459	3	200	394	23	2017.7391	11.6087	2.6255
2667	slide	-0.1139	1.0755	3	379	903	53	2019.3208	8.566	3.0642
2668	slope	1.1952	-0.1744	2	287	564	32	2016.0625	13.5938	2.5809
2669	small amount	0.4674	-0.0112	2	136	160	13	2014.0769	4.0769	0.7018
2670	smart city	-0.1421	-0.379	1	333	606	79	2019.1772	6.5823	2.2407
2671	smart device	-0.4566	-0.0629	1	147	183	16	2017.375	3.375	0.8518
2672	smart factory	-0.3111	-0.6459	1	47	73	12	2019.0833	5.9167	0.9978
2673	smart grid	0.328	-0.5367	2	247	450	49	2018.102	20.1837	2.7672
2674	smart home	-0.2266	-0.2292	1	255	370	39	2018.2308	4.9744	1.0869
2675	smart manufacturing	-0.2122	-0.4574	1	40	57	11	2019.3636	4	0.9585
2676	smart system	0.0356	-0.4469	1	81	96	12	2019.4167	4.5833	2.0717
2677	snapshot	-0.3467	-0.3957	1	97	117	15	2014.4667	18.3333	2.7909
2678	social	-0.7498	-0.171	1	74	90	16	2016	5.5625	1.0553
2679	social development	-0.4444	-0.3841	1	89	130	16	2019.25	1.6875	0.3927
2680	social distancing	-0.3601	0.1793	1	82	118	10	2020	1.1	0.8302
2681	social impact	-0.6253	-0.1678	1	167	215	24	2012.7917	7.0417	1.0334
2682	social implication	-0.7416	-0.0989	1	90	119	11	2010.8182	24.6364	4.6153
2683	social intelligence	-0.4364	-0.4457	1	139	172	20	2010.45	16.35	2.2018
2684	social interaction	-0.5976	-0.4042	1	192	251	25	2016.08	12.56	1.9385
2685	social life	-0.5662	-0.2558	1	165	217	21	2018.619	17.381	2.8021
2686	social media	-0.6033	0.0241	1	75	104	11	2019.2727	0.8182	0.2988
2687	social media data	-0.6145	0.235	1	113	151	14	2019.5	3.5714	1.8208
2688	social medium	-0.5691	0.0384	1	402	670	71	2019.1268	4.7465	1.6071
2689	social network	-0.3851	-0.3486	1	231	286	29	2016.3793	3.7241	0.726
2690	social network analysis	-0.5614	-0.0592	1	73	87	10	2018.3	5.7	1.3004
2691	social science	-0.6164	-0.3736	1	203	290	34	2014.8824	19.5588	4.2695
2692	societal	-0.9107	-0.2777	1	92	112	11	2019	10.0909	2.4742
2693	society	-0.5842	-0.2085	1	1594	5732	599	2016.4708	7.2638	1.5465
2694	sociology	-0.5374	-0.6137	1	121	172	30	2004.9667	20.2	2.5227
2695	soft computing	0.2034	-0.6755	2	147	224	35	2008.7143	29.2	2.432
2696	soft computing technique	1.0016	-0.4074	2	150	214	17	2015	21.9412	2.8204
2697	software engineer	-0.2555	-0.3759	1	41	57	11	2004.4545	5.0909	0.6014
2698	software engineering	-0.2519	-0.4819	1	291	509	93	2007.3226	3.4194	0.3583
2699	software testing	0.0363	-0.4124	1	49	63	14	2009.7143	3.9286	0.3744
2700	soil	1.1225	-0.214	2	394	1027	73	2016.5479	10.0411	2.086
2701	solar energy	0.918	-0.7055	2	105	139	12	2017.25	9.1667	2.399
2702	solar radiation	1.3307	-0.4695	2	264	614	34	2016.5	25.4412	3.5173
2703	som	0.6342	-0.2054	2	238	322	25	2013.44	14.56	1.2191
2704	something	-0.5733	-0.4306	1	377	630	69	2012.3478	3.0725	0.5275
2705	sophistication	-0.5314	-0.3644	1	167	198	19	2012.1579	1.9474	2.449
2706	sort	-0.4033	-0.3659	1	414	604	61	2009.8197	4.1803	0.7071
2707	south africa	-0.2452	-0.4673	1	106	123	11	2016.1818	1.6364	0.2505
2708	south korea	-0.2676	0.2655	3	140	167	14	2017.4286	2.9286	2.0174
2709	spacecraft	0.1288	-0.3384	1	71	92	15	2007.9333	1.2667	0.1203
2710	spatial distribution	0.861	0.1577	2	172	234	17	2014.1765	8.8824	2.3563
2711	speaker	-0.4462	-0.3389	1	193	272	42	2015.4048	1.8095	0.2537
2712	special issue	-0.3886	-0.5291	1	402	809	171	2012.1287	6.9415	0.8526
2713	special section	-0.2437	-0.463	1	89	131	28	2016.9286	1.2857	0.3499
2714	specialization	-0.4424	-0.4759	1	94	122	19	2007.1579	2.2632	0.5014
2715	specialty	-0.6194	0.2687	1	364	644	51	2015.1176	6.3529	1.1045
2716	specificity	0.1638	1.1301	3	1283	7626	385	2017.9766	9.3636	2.8921
2717	specimen	0.6224	0.3922	2	307	512	40	2016.35	9.075	2.0425
2718	spectra	0.5544	-0.0825	4	349	632	74	2002.5135	14.8784	1.4642
2719	spectroscopy	0.7416	0.1153	2	321	580	48	2014.5	7.3333	1.79
2720	speculation	-0.697	-0.4379	1	195	266	30	2010.1667	15.8333	2.1187
2721	speed control	0.7177	-0.7769	2	65	134	17	2012.4118	8.0588	0.6235
2722	sphere	-0.5433	-0.2678	1	462	753	75	2017.1867	8.5067	1.4933
2723	spine	0.0649	0.4412	3	165	242	15	2018.4667	2.6667	0.7697
2724	springer	-0.3621	-0.5937	1	69	125	21	2001	10.619	0.8542
2725	springer verlag	-0.3844	-0.7087	1	36	83	19	1989.5789	0.2632	0.0315
2726	square	0.8267	-0.203	2	362	613	47	2015.5532	5.6596	0.9673
2727	square error	1.3575	-0.3466	2	503	1478	74	2017.3108	11.027	2.7722
2728	square support vector machine	1.3897	-0.2145	2	208	385	23	2016.8696	11.1304	1.8432
2729	squared error	1.0909	-0.0374	2	279	484	24	2017.25	10.5	2.932
2730	stability	0.5195	-0.2964	2	850	1816	175	2015.5143	7.28	1.2735
2731	staging	-0.1897	1.2236	3	228	374	22	2019.4091	9.7727	2.0599
2732	stake	-0.7741	-0.2658	1	131	161	15	2016.5333	4.1333	0.6359
2733	standard deviation	0.6734	0.641	3	367	638	38	2017.8947	16.4211	10.0258
2734	stanford university	-0.3198	-0.2178	1	126	170	17	2004.1765	26.9412	1.6465
2735	startup	-0.6262	-0.3282	1	183	250	22	2019.2727	0.9545	0.223
2736	station	1.0393	-0.3532	2	586	1791	138	2014.8116	10.3768	1.4962
2737	statistical	0.5435	-0.1667	2	171	200	20	2013.4	5.65	0.9638
2738	statistical analysis	0.4269	0.2326	2	751	1509	104	2014.0962	10.9712	1.8035
2739	statistical index	1.3169	-0.2289	2	165	226	11	2017.8182	17.4545	4.4216
2740	statistical measure	1.3576	-0.0832	2	187	286	15	2016.4667	19.4	2.5449
2741	statistical parameter	1.4255	-0.2764	2	146	227	12	2016.3333	19.5	2.3184
2742	statistical significance	0.3347	0.423	3	144	194	13	2013.6154	29.6154	3.5652
2743	statistical test	0.7609	0.3322	2	210	273	15	2016.4667	12.5333	2.3844
2744	stator	0.8173	-0.6392	2	90	143	15	2014.9333	4	0.4642
2745	status quo	-0.5251	-0.0882	1	166	205	21	2018.8095	1.4762	0.2941
2746	stay	-0.0139	0.9382	3	205	343	20	2019.2	5.8	1.1328
2747	steady state	0.8616	-0.7864	2	85	123	15	2012.3333	6.5333	0.5872
2748	steel	0.868	-0.4589	2	265	464	37	2013.5135	11.5135	1.6932
2749	stock market	-0.0069	-0.4299	1	104	156	17	2016.1765	4.4706	0.5726
2750	story	-0.659	-0.3433	1	324	470	56	2012.5714	13.625	1.735
2751	strategic decision	-0.262	-0.3489	1	69	84	14	2015.7857	4.0714	1.3453
2752	stratification	0.0065	0.9612	3	321	526	33	2019.0606	6.3333	1.6268
2753	string	-0.2931	-0.2092	1	121	150	15	2002.4667	28.5333	2.6299
2754	stroke	0.0076	0.8326	3	399	761	62	2019.1774	13.7742	2.6697
2755	strong artificial intelligence	-0.5865	-0.5653	1	123	171	20	2017.5	0.25	0.0695
2756	structure elucidation	0.2513	-0.334	4	42	77	17	1986.0588	14.3529	1.3801
2757	student	-0.4832	-0.3543	1	1110	3603	455	2012.9363	6.6813	0.7892
2758	study area	1.177	-0.0977	2	314	664	38	2017.7105	11.6053	2.6833
